날짜,제조업,음식료품,섬유의복,종이목재,화학,의약품,비금속광물,철강금속,기계,전기전자,의료정밀,운수장비,유통업,전기가스업,건설업,운수창고업,통신업,금융업,은행,증권,보험,서비스업
2014-04-01,4095.94,4028.74,249.14,334.6,3914.82,4433.83,1038.55,4935.75,973.72,10648.2,2112.75,2456.3,506.95,1281.47,137.68,1926.1,320.92,421.74,237.91,1549.07,17096.33,1038.71
2014-05-01,4204.17,4155.19,258.35,336.2,3946.89,4346.21,1066.19,4918.05,987.67,11340.74,2179.51,2420.24,505.4,1253.15,131.82,1998.5,316.82,424.37,261.9,1518.84,17456.83,1054.94
2014-06-01,4173.9,4332.4,265.24,330.84,4099.72,4407.93,1165.47,5117.97,969.65,10852.81,1733.22,2403.57,521.14,1203.73,138.4,2020.68,330.09,429.65,252.83,1542.78,17381.45,1084.71
2014-07-01,4265.2,4430.25,268.45,337.83,4146.74,4273.73,1138.89,5581.5,973.36,10916.06,1727.21,2489.29,534.98,1355.87,153.6,2067.79,362.67,476.48,288.63,1866.18,18473.47,1078.82
2014-08-01,4142.74,4667.82,299.22,347.84,4098.5,4371.75,1250.19,5538.5,952.07,10262.92,1759.27,2428.58,562.52,1328.76,149.33,2325.92,381.72,490.2,329.09,1971.86,18701.68,1110.03
2014-09-01,3953.6,4774.29,329.86,357.79,4039.88,4693.72,1254.69,5388.87,891.5,9831.64,1890.82,2139.04,565.15,1465.93,143.96,2361.21,400.84,470.92,298.71,1851.98,18589.18,1144.96
2014-10-01,3854.01,4548.22,332.51,348.8,3776.43,4673.64,1267.72,5058.22,842.88,10116.3,1779.7,1960.32,526.29,1404.11,128.3,2246.74,370.72,480.67,293.11,1893.54,19676.4,1103.71
2014-11-01,3934.47,4455.14,314.52,325.24,3876.14,4547.01,1263.3,5053.14,823.55,10464.94,1723.79,2019.84,519.29,1410.89,122.93,2302.29,380.9,472.64,261.34,1927.2,20252.38,1098.68
2014-12-01,3873.57,4212.51,402.3,319.83,3694.01,4491.17,1339.04,4735.92,815.34,10583.95,1736.8,1917.14,489.38,1303.55,118.66,2423.58,369.59,441.4,244.62,1761.17,19319.87,1031.4
2015-01-01,3969.16,4544.54,358.46,332.98,4029.89,4611.43,1528.65,4671.15,827.63,10907.41,1710.76,1887.01,477.5,1298.25,125.9,2294.3,386.77,437.2,219.91,1871.81,18934.64,1067.13
2015-02-01,4045.28,4615.31,415.21,356.12,4264.92,4829.65,1619.31,4812.21,887.73,10857.65,1788.74,1879.52,499.77,1324.53,142.8,2336.22,385.27,433.69,231.8,2002.41,17565.22,1088.85
2015-03-01,4201.25,4991.14,395.58,405.41,4564.5,5843.16,1785.32,4712.92,869.33,11296.26,1915.24,1907.7,512.76,1348.55,147.99,2312.67,364.9,440.05,227.66,2315.67,17166.84,1110.26
2015-04-01,4335.93,5347.88,423.28,435.83,5049.17,6795.95,1786.7,5024.32,899.91,11048.71,1961.41,1975.26,537.44,1395.45,149.28,2348.63,384.07,480.67,255.1,2725.04,18741.6,1161.27
2015-05-01,4267.99,5571.72,482.42,445,5026.21,8009.12,1805.79,4954.95,849.58,10567.37,2382.15,1870.67,571.7,1411.51,143.21,2274.25,334.69,472.5,250.31,2420.33,19619.6,1216.39
2015-06-01,4136.6,5601.93,453.51,420.88,5214.79,9070.86,1821.44,4781.7,831.17,9952.15,2125.71,1712.02,573.43,1366.65,145.53,2035.7,338.81,460.31,241.89,2390.92,19386.61,1246.45
2015-07-01,3973.96,5736.31,442.59,443.41,5139.57,7991.02,1904.67,4299.52,798.49,9192.61,2348.79,1720.51,572.88,1482,143.66,1906.17,352.17,453.85,234.24,2232.97,19365.93,1247.2
2015-08-01,3796.05,5631.31,464.67,393.07,4777.48,7346.76,1742.29,4146.38,730.87,8645.71,2323.77,1713.91,581.56,1400.28,135.41,1881.35,340.06,426.29,223.7,1931.51,18145.46,1187.14
2015-09-01,3858.93,5587.73,398.65,396.79,5021.86,6999.91,1701.26,3881.55,737.23,8925.4,2430.71,1835.81,569.17,1422.84,133.04,2017.78,366.57,429.57,230.21,1894.71,18672.61,1175.55
2015-10-01,4102.56,5331.48,398.24,414.95,5070.01,7611.9,1579.87,3963.1,798.57,10185.96,2463.9,1877.53,535.04,1482.2,125.94,1863.54,339.19,451.23,239.37,1879.52,20386.8,1191.24
2015-11-01,4058.85,5507.7,386.74,385.04,5233.17,8713.78,1500.18,3770.32,851.7,9842.13,2452.03,1809.2,517.75,1409.69,117.68,1737.81,332.91,424.45,228.7,1792.83,19291.79,1208.51
2015-12-01,4023.15,5736.92,377.35,381.52,5346.66,8448.15,1494.8,3739.77,831.55,9599.38,2259.93,1785.09,493.56,1423.88,107.79,1733.11,311.19,417.68,212.78,1746.75,20032.26,1191.02
2016-01-01,3843.02,5943.88,380.9,356.79,5171.39,9407.28,1427.7,3689.95,796.62,8801.62,2185.84,1679.07,510.4,1478.45,119.5,1714.62,299.51,400.11,204.41,1560.58,19404.22,1195.18
2016-02-01,3888.82,5312.13,382.09,352.26,5152.38,8422.87,1476.01,4011.11,785.48,9113.7,2268.18,1739.52,504.82,1629.1,111.27,1652.81,329.57,398.32,205.03,1624.79,19393.72,1146.94
2016-03-01,4120.66,5114.18,377.55,374.43,5551.73,9019.46,1615.26,4316.21,820.89,9866.91,2436.11,1776.43,492.72,1668.98,120.76,1678.65,312.5,422.81,218.64,1724.45,20275.32,1158.47
2016-04-01,4081.57,5072.76,375.85,377.48,5452.16,9070.86,1706.42,4666.46,874.31,9440.88,2509.2,1780.39,493.11,1719.2,126.68,1658.58,313.13,424.62,229.32,1741.31,19406.99,1173.07
2016-05-01,4077.86,5080.92,345.21,370.53,5375.36,10067.43,1612.48,4081.67,907.14,9714.23,2466.27,1734,467.04,1739.51,114.27,1667.62,332.76,408.38,216.62,1629.86,18727.87,1198.66
2016-06-01,4171.32,4831.31,329.24,373.01,5349.04,10442.59,1623.53,4035.74,840.47,10493.26,2282.76,1692.24,457.03,1678.66,108.63,1587.39,317.38,391.59,209.54,1606.4,17686.38,1134.33
2016-07-01,4294.83,4699.5,315.36,398.69,5250.41,9682.74,1674.69,4370.8,928.26,11264.12,2370.18,1736.97,456.19,1708.72,117.13,1571.26,335.86,409.78,222.62,1779.84,17462.68,1118.11
2016-08-01,4328.11,4285.91,296.14,362.43,5171.96,9261.78,1463.45,4338.97,934.16,11726.93,2312.63,1779.68,469.73,1630.13,116.32,1650.86,328.84,416.73,227.2,1656.95,18072.82,1135.88
2016-09-01,4337.64,4453.64,310.02,369.2,5222.28,9246.37,1489.19,4307.48,933.91,11601.18,2397.43,1795.81,469.79,1540.4,117.8,1674.76,336.56,419.74,237.4,1631.97,18479.93,1159.85
2016-10-01,4241.92,4183.62,298.94,359.97,4987.87,7119.82,1424.12,4286.54,844.06,11789.32,2083.72,1781.49,476.87,1433.43,114.46,1589.44,335.76,443.79,260.68,1613.89,19329.12,1089.9
2016-11-01,4269.13,4270.55,286.61,355.88,4831.27,7321.45,1364.29,4480.9,809.95,12393.41,2022.12,1664.59,440.21,1356.75,105.54,1492.73,329.49,441.53,254.21,1539.46,19835.75,1047.98
2016-12-01,4449.94,4141.12,291.15,362.9,5113.99,7591.6,1341.9,4683.94,861.79,12926.3,2263.55,1757.54,437.79,1318.9,111.43,1429.54,326.53,435.06,259.45,1555.79,18792.4,1049.28
2017-01-01,4597.51,4156.8,277.49,371.87,5091.29,7229.07,1304.8,4868.26,822.25,14181.34,2081.31,1663.14,441.08,1270.57,109.47,1428.34,325.44,446.59,262.9,1737.86,18441.28,1037.5
2017-02-01,4614.94,4373.78,282.6,369.08,5155.26,7788.73,1343.82,4878.6,814.81,13748.83,1995.16,1781.6,452.19,1307.35,118.12,1528.25,342.12,449.18,261.76,1767.14,18158.87,1058.48
2017-03-01,4772.4,4310.67,281.8,364.8,5145.46,7810.91,1327.43,4907.92,835.81,14793.18,2210.83,1783.6,456.94,1362.64,120.23,1524.83,370.66,456.5,257.74,1823.31,18516.67,1109.88
2017-04-01,4886.2,4371.32,290.9,357.94,5127.33,7987.07,1305.46,4626.61,819.53,15823.64,2323.65,1699.03,469.58,1343.59,121.12,1515.82,361.47,471.92,281.87,1859.42,18929.97,1125.84
2017-05-01,5185.52,4818.24,312.24,362.2,5619.21,9268.12,1440.9,4870.82,879.71,16203.98,2413.55,1884.25,512.3,1299.98,127.87,1681.66,382.4,503.49,289.98,2029.62,20481.42,1213.94
2017-06-01,5346.93,4554.02,304.72,358.96,5450.91,10080.17,1351.75,5042.14,882.18,17462.65,2821.82,1820.99,499.58,1267.43,121.8,1699.85,390.5,524.61,335.91,2245.93,20176.35,1197.42
2017-07-01,5335.85,4469.83,304.78,334.94,5650.26,9596.4,1357.94,5507.77,873.81,17369.26,2938.55,1723.5,480.28,1344.95,121.8,1658.72,411.54,543.93,353.92,2179.83,21791.34,1176.52
2017-08-01,5315.28,4428.05,296.83,327.21,5842.06,9841.25,1299.77,5571.9,888,17188.85,3158.21,1638.91,449.95,1288.94,110.54,1645.11,367.35,533.58,343.17,2047.26,20997.02,1157.47
2017-09-01,5515.26,4240.81,281.13,310.72,5698.48,10693.9,1185.46,5130.18,892.99,18876.18,2962.24,1636.64,434.44,1181.62,105.23,1537.02,361.03,523.02,329.59,1942.63,20500.33,1179.22
2017-10-01,5837.07,4431.02,287.26,308.18,5994.89,11528.94,1294.92,5290.53,916.17,19963.43,2955.13,1795.13,466.12,1181.84,107.41,1522.98,367.05,542.56,322.29,1993.64,22212.26,1288.17
2017-11-01,5687.52,4441.53,306.32,309.13,6065.43,11656.16,1443.25,5344.4,911.32,18715.98,3120.61,1782.16,468.29,1157.11,102.08,1478.36,374.7,542.3,325.21,2046.52,21433.31,1248.22
2017-12-01,5648.76,4364.77,294.92,298.95,6071.54,12370.06,1352.51,5293.84,920.54,18795.89,3028.17,1643.03,455.45,1164.06,103.47,1406.03,377.91,540.29,325.34,1986.01,21138.28,1293.04
2018-01-01,5793.32,4519.07,307.05,337.45,6385.57,14179.41,1524.83,5783.55,999.13,18489.76,3058.88,1737.84,498.56,1135.9,113.87,1517.66,376.42,577.19,339.49,2402.75,22296.29,1362.9
2018-02-01,5565.65,4208.97,279.95,344.71,6074.11,14839.06,1369.28,5489.57,918.11,17588.77,3273.15,1671.57,456.76,1062.04,101.87,1461.37,342.15,540.16,341.29,2122.54,21048.96,1228.52
2018-03-01,5634,4273.76,285.77,374.29,6097.05,14672.94,1376.07,5067.77,930.8,18430.64,3416.17,1599.41,473.6,1061.96,107.74,1509.77,340.61,525.55,303.33,2075.89,19773.83,1267.3
2018-04-01,5836.45,4451.48,298.91,399.69,6187.08,13863.89,1695.15,5542.42,964.35,19472.1,3270.53,1651.21,489.91,1192.37,136.84,1607.39,338.14,529.81,331.24,2162.58,19671.63,1212.98
2018-05-01,5676.43,4436.98,307.39,452.77,5882.77,13284.62,2030.56,5227.38,978.42,19184.98,3644.32,1539.81,471.58,1105.54,145.69,1463.05,327.29,495.59,311.93,2126.55,18032.94,1159.61
2018-06-01,5389.21,4628.44,312.88,406.3,5792.04,13320.24,1686.87,4875.56,871.59,17805.32,3521.06,1430.69,459.65,1090.73,120.47,1341.21,347.48,481.59,320.42,1933.03,17805.02,1177.06
2018-07-01,5323.39,4332.49,298.93,385.94,5675.43,12281.44,1644.04,4898.49,855.53,17783.86,3279.09,1464.84,431.65,1099.88,120.04,1378.95,370.21,475.12,329.31,1810.88,17914.73,1147.92
2018-08-01,5449.32,4063.7,327.5,444,5625.06,13665.52,1796.92,4877.01,876.74,18317.4,3405.54,1475.03,429.76,1011.3,121.21,1325.65,385.19,468.03,316.5,1849.16,17178.26,1175.72
2018-09-01,5393.59,4077.32,320.06,437.57,5600.71,14878.96,1896.78,4713.97,925.36,17394.1,3420.39,1546.85,452.2,1010.99,125.98,1365.18,416.7,491.16,325.61,1915.34,18265.86,1176.32
2018-10-01,4629.03,3665.33,257.27,351.07,4646.56,10867.84,1495.08,3972.97,736.8,15784.05,2545.36,1294.28,378.12,919.84,97.27,1234.62,387.57,438.85,309.62,1587.19,17269.98,1017.88
2018-11-01,4716.47,3961.63,259.91,351.57,4887.66,11381.22,1674.1,4028.74,771.38,15678.44,2462.3,1336.19,394.82,981.8,109.17,1333.94,418.78,448.83,308.11,1767.51,16711.13,1127.99
2018-12-01,4579.62,3960.01,253.51,357.66,4874.93,11626.69,1661.05,4043.12,765.14,14447.02,2133.84,1420.4,393.5,1050.6,112.6,1341.29,397.99,434.35,300.61,1675.55,16303.29,1080
2019-01-01,5087.28,4047.11,267.78,384.2,5142.43,11773.39,1817.81,4450.89,848.14,16947.32,2603.78,1575.98,411.92,1107.88,121.54,1402.56,373.77,451.09,293.77,1833.75,16780.72,1135.15
2019-02-01,5037.85,4014.01,286.28,390.02,5275.01,11473.64,1747.23,4376.72,796.47,16675.95,2497.98,1546.37,415.66,1102.52,113.32,1435.11,375.12,453.81,291.58,1801.49,17463.2,1146.03
2019-03-01,4902.15,4050.36,312.5,386.45,5110.77,10302.94,1730.43,4213.82,753.79,16593.43,2533.59,1459.67,420.2,965.78,111.53,1312.44,365.61,442.16,293.58,1789.45,17090.5,1148.32
2019-04-01,5097.73,3991.86,318.99,397.01,5133.95,11127.72,1691.35,4246.97,791.51,17173.67,2901.13,1633.45,424.29,929.36,111.29,1487.28,356.33,451.03,295.79,1877.8,17160.48,1159.85
2019-05-01,4670.68,3645.13,292.8,381.55,4669.26,9951.76,1651.96,3969.08,737.95,15669.14,2494.93,1520.04,377.7,851.31,108.39,1447.12,358.04,427.92,289.39,1808.1,15579.44,1091.96
2019-06-01,4945.3,3740.9,298.43,391.83,4733.17,10349.47,1699.23,4145.27,765.3,17071.05,2743.19,1621.48,388,844.46,113.78,1363.13,368.47,438.51,293.51,1969.14,15468.15,1112.03
2019-07-01,4710.39,3450.11,285.99,343.65,4525.94,8937.99,1506.53,3815.12,716.77,16689.78,2514.59,1538.98,353.53,901.27,98.33,1283.44,350.47,407.35,274.7,1803.42,14388.27,1106.7
2019-08-01,4606.33,3251.38,266.49,364.67,4369.96,8538.84,1543,3638.72,709.21,16277.85,2581.63,1567.97,341.96,827.5,94.16,1290.76,342.16,379.8,259.04,1721.07,12879.06,1118.23
2019-09-01,4896.77,3453.54,285.42,348.74,4461.52,8978.69,1522.35,3778.3,744.99,17780.19,2580.41,1643.24,349.36,837.46,100.16,1265.6,347.23,391.95,275.5,1767.69,13150.57,1138.31
2019-10-01,4971.85,3410.15,282.12,338.47,4559.73,10792.64,1507.52,3508.32,698.16,18208.01,2528.62,1533.29,350.33,825.45,93.38,1280.08,339.66,390.7,246.57,1678.24,12886.06,1166.28
2019-11-01,4930.53,3431.14,287.74,330.44,4479.44,10229.68,1468.46,3605.86,673.26,18186.96,2307.66,1532.82,355.86,878.3,91.72,1298.96,348.64,401.5,245.59,1709.26,13464.64,1176.93
2019-12-01,5273.05,3480.12,289.14,330.11,4591.69,11031,1489.51,3693.15,701.59,20207.86,2460.99,1559.12,369.33,876.02,94.07,1330.05,345.69,409.49,246.62,1739.59,13698.26,1219.07
2020-01-01,5160.22,3295.05,259.04,352.95,4267.39,10902.3,1408.72,3395.63,649.76,20403.97,2201.92,1470.53,350.09,794.12,86.48,1250.76,329.3,372.14,224.73,1596.21,12249.88,1202.74
2020-02-01,4893.83,3178.68,232.81,320.97,4037.85,10565.78,1340.51,3147.69,608.82,19573.08,1916.99,1330.18,324.4,678.05,78.51,1226.31,310.52,334.07,198.91,1467.8,11085.54,1129.52
2020-03-01,4345.98,3050.78,197.62,270.8,3504.5,12262.83,1138.72,2618.24,485.03,17214.87,1690.48,1014.14,277.83,598.15,67.87,1097.06,257.67,282.08,156.58,1290.31,8740.77,1050.36
2020-04-01,4741.91,3580.69,234.95,321.52,4146.89,12996.52,1368.26,3011.6,563.26,18179.44,1926.34,1106.15,336.21,736.85,84,1263.23,310.3,315.05,165.83,1419.5,10438.3,1176.98
2020-05-01,4916.36,3829.5,244.44,315.86,4228.92,13662.77,1438.23,3049.62,607.97,18657.3,2186.3,1214.04,331.1,693.39,86.23,1335.23,314.12,322.52,173.58,1442.46,9876.75,1353.58
2020-06-01,5195.26,3991.31,232.35,295.91,4450.35,17125.94,1559.16,2872.64,620.66,19455.28,2210.42,1201.3,331.13,625.89,80.95,1275.22,302.92,325.06,169.21,1420.91,9503.05,1414.2
2020-07-01,5601.59,4151.47,222.92,304.87,4806.56,17331.91,1653.77,3247.79,721.31,21062.73,2405.32,1377.02,324.85,616.31,85.79,1322.88,308.17,327.8,169.9,1564.57,9806.15,1584.23
2020-08-01,5753.98,4206.7,251.55,312.71,5511.23,18913.09,1784.88,3150.69,828.57,20007.16,2150.94,1576.16,328.53,648.67,85.82,1355.57,334.42,344.88,169.38,1689.57,10929.66,1672.83
2020-09-01,5822.45,3962.3,245.83,321.13,5243.79,16893.67,1745.79,3172.73,801.2,21473.6,2268.23,1629.98,336.26,654.6,82.89,1398.33,321.57,337.54,167.76,1623.36,10919.65,1608.82
2020-10-01,5669.15,3632.83,243.69,330.36,5201.97,16231.37,1620.26,3305,793.76,20801.35,2305.02,1584.19,340.07,653.69,85.12,1482.71,296.4,339.14,171.17,1639.1,11067.19,1487.38
2020-11-01,6638.83,3785.52,248.76,418.97,6175.73,19761.92,1853.09,3620.72,952.04,24527.27,2523.46,1799.29,369.32,697.21,94.72,1738.56,326.59,375.54,194.74,1887.2,12033.64,1572.83
2020-12-01,7548.59,3940.15,254.64,392.31,6503.57,21085.04,2071.15,4112.28,972.02,29788.48,2795.33,1924.37,394.67,844.83,106.2,1755.95,325.16,392.51,185.12,1903.9,12660.89,1639.72
2021-01-01,7868.24,4006.58,267.45,393.32,7161.87,19286.05,2357.91,3908.33,960.55,30849.19,2740.77,2281.59,392.02,737.42,107.25,1862.49,331.28,390.76,166.82,1905.27,11596.24,1752.9
2021-02-01,7915.1,4065.58,314.22,408.53,7144.94,18113.52,2638.13,4292.5,926.88,31278.98,3012.3,2282.3,399.95,740.22,107.65,2007.86,339.83,397.98,177.24,1888.08,12416.04,1810.09
2021-03-01,7919.49,4209.34,315.45,451.73,7180.54,17813.7,2795.59,4808.85,1088.56,30724.75,3169.59,2282.76,411.58,756.58,118.68,2158.88,371.74,433.02,195.67,2060.36,13359.53,1825.75